Doc_ID	Cite_ID	Contents	Label	Paper_ID	URL	Document_part	Coords
doc0171	cite1072	"Majority Report, Vol. I, Pt VI, ﾂｧ 408, quoting Jackson and Pringle's Report on Unemployment, p. 148."		8abfe46527761b7c5862588c7df5101c7f385840	https://www.cambridge.org/core/services/aop-cambridge-core/content/view/536EA4779184961716587EA2370854C8/S0020859000005472a.pdf/div-class-title-the-royal-commission-on-the-poor-laws-1905-09-div.pdf	Raw_Reference	
doc0171	cite1073	"Majority Report, Vol. I, Pt VI, ﾂｧ 327, quoting Summary of Reports of Work- house Chaplains as to the effect of life on inmates, pp. 6 (1), 21, 18."		8abfe46527761b7c5862588c7df5101c7f385840	https://www.cambridge.org/core/services/aop-cambridge-core/content/view/536EA4779184961716587EA2370854C8/S0020859000005472a.pdf/div-class-title-the-royal-commission-on-the-poor-laws-1905-09-div.pdf	Raw_Reference	
doc0171	cite1074	".2  ""On the issue of the Report, he [Barnett] was much troubled, having so earnestly hoped that the members would be unanimous and thus invincible"". Canon Barnett. His Life. Work and Friends, by his Wife (London, 1919), II, pp."		8abfe46527761b7c5862588c7df5101c7f385840	https://www.cambridge.org/core/services/aop-cambridge-core/content/view/536EA4779184961716587EA2370854C8/S0020859000005472a.pdf/div-class-title-the-royal-commission-on-the-poor-laws-1905-09-div.pdf	FootNote	
doc0171	cite1075	", and Vol. II, Pt IX, ﾂｧ 71. J Ibid., Vol. I, Pt IV, ﾂｧ 297, quoting Report of an Inquiry in Six Unions into Cases of Refusal of Outdoor Relief, Miss Harlock, p. 37. 3 Ibid., Vol. II, Pt IX, ﾂｧ 13. https://doi.org/10.1017/S0020859000005472 Published online by Cambridge University Press"		8abfe46527761b7c5862588c7df5101c7f385840	https://www.cambridge.org/core/services/aop-cambridge-core/content/view/536EA4779184961716587EA2370854C8/S0020859000005472a.pdf/div-class-title-the-royal-commission-on-the-poor-laws-1905-09-div.pdf	FootNote	
doc0002	cite1076	"Brown, R. H. 1887. The Bahr Jusuf: Rough description of its present state. Proc. Roy. Soc. London 9:614-17."		70e822babf26284a003f2cdaf8c25d1513adc7f0	https://oi.uchicago.edu/sites/oi.uchicago.edu/files/uploads/shared/docs/early_hydraulic.pdf	Raw_Reference	
doc0002	cite1077	"Bell, Barbara. 1970. The oldest records of the Nile floods."		70e822babf26284a003f2cdaf8c25d1513adc7f0	https://oi.uchicago.edu/sites/oi.uchicago.edu/files/uploads/shared/docs/early_hydraulic.pdf	Raw_Reference	
doc0004	cite1078	For the few biographical notes given in this chapter I am generally indebted to the obituary notices which are printed in the transactions of the Eoyal and other similar learned societies.		c898eff8642b4f7e2cf9e749161c8942dccb5b8d	https://archive.org/download/historyofstudyof00balluoft/historyofstudyof00balluoft_bw.pdf	FootNote	
doc0004	cite1079	"This comes to me on the authority of the late Samuel Earnshaw, the senior moderator of that year."		c898eff8642b4f7e2cf9e749161c8942dccb5b8d	https://archive.org/download/historyofstudyof00balluoft/historyofstudyof00balluoft_bw.pdf	FootNote	
doc0004	cite1080	"Record office, Coram Eege Rolls, Hen. III. nos.20 and 21."		c898eff8642b4f7e2cf9e749161c8942dccb5b8d	https://archive.org/download/historyofstudyof00balluoft/historyofstudyof00balluoft_bw.pdf	FootNote	
doc0004	cite1081	"Eatdolt, 4. Eay, John, 46. Eecord Office, ref. to, 224."		c898eff8642b4f7e2cf9e749161c8942dccb5b8d	https://archive.org/download/historyofstudyof00balluoft/historyofstudyof00balluoft_bw.pdf	Raw_Reference	
doc0004	cite1082	"Walton, W. , 130. Ward, John, 27. 38. 46. Ward, Seth, 33. 36-38. 93. Waring, Edward, 101. ref. to, 99. 100. 113."		c898eff8642b4f7e2cf9e749161c8942dccb5b8d	https://archive.org/download/historyofstudyof00balluoft/historyofstudyof00balluoft_bw.pdf	Raw_Reference	
doc0004	cite1083	"The Literary remains of Albrecht Diirer, by W. M. CONWAY. With Transcripts from the British Museum Manuscripts, and Notes upon them by LINA ECKENSTEIN. Royal 8vo. {Nearly ready."		c898eff8642b4f7e2cf9e749161c8942dccb5b8d	https://archive.org/download/historyofstudyof00balluoft/historyofstudyof00balluoft_bw.pdf	Raw_Reference	
doc0004	cite1084	"See the regulations of King's Hall, quoted inMullinger, i."		c898eff8642b4f7e2cf9e749161c8942dccb5b8d	https://archive.org/download/historyofstudyof00balluoft/historyofstudyof00balluoft_bw.pdf	FootNote	
doc0004	cite1085	"Aubrey, J., ref. to, 36. 37. i The Index has been prepared at the University Press. I have revised and added to it and hope there are no omissions of importance. W. W. R. B. 256 INDEX."		c898eff8642b4f7e2cf9e749161c8942dccb5b8d	https://archive.org/download/historyofstudyof00balluoft/historyofstudyof00balluoft_bw.pdf	Raw_Reference	
doc0004	cite1086	"An account of Forman's life is given in the Life of William Lilly, written by himself, London,1715."		c898eff8642b4f7e2cf9e749161c8942dccb5b8d	https://archive.org/download/historyofstudyof00balluoft/historyofstudyof00balluoft_bw.pdf	FootNote	
doc0004	cite1087	See for example Gooch's letter reprinted later on p. 196 : see alsoBligh's pamphlets of 1780 and 1781.		c898eff8642b4f7e2cf9e749161c8942dccb5b8d	https://archive.org/download/historyofstudyof00balluoft/historyofstudyof00balluoft_bw.pdf	FootNote	
doc0005	cite1088	"See the documents edited in L. Van Lerberghe and J. Ronsse (eds), Audenaerdsche mengelingen (Oudenaarde, 1845-1854), II, 353-354."		a7d7a504e0b5535aa575816e84ecd07abb0ec1eb	https://biblio.ugent.be/publication/1086884/file/6744679.pdf	Raw_Reference	
doc0006	cite1089	"See United Nations Development Program, Arab Human Development Report, vol. 3, Towards Freedom in the Arab World (New York: UNDP, 2005), p. 164."		6e3c6e1ac8fc1afb89e7ba4cc66e92ff23313cce	https://scholarlypublications.universiteitleiden.nl/access/item%3A2721992/view	Raw_Reference	
doc0006	cite1090	"Building a Knowledge Society (New York: UNDP, 2003), p. 3."		6e3c6e1ac8fc1afb89e7ba4cc66e92ff23313cce	https://scholarlypublications.universiteitleiden.nl/access/item%3A2721992/view	Raw_Reference	
